meter_id,forcast_date,kwh,aq_kwh,exit_zone,period,rate_date,aq_min_kwh,aq_max_kwh,rate_p_per_kwh
14676236,2020-06-21 00:00:00,24.98339091,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-06-21 00:00:00,24.98339091,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-06-21 00:00:00,24.98339091,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-06-22 00:00:00,27.05586353,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-06-22 00:00:00,27.05586353,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-06-22 00:00:00,27.05586353,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-06-23 00:00:00,30.70140422,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-06-23 00:00:00,30.70140422,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-06-23 00:00:00,30.70140422,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-06-24 00:00:00,36.2900714,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-06-24 00:00:00,36.2900714,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-06-24 00:00:00,36.2900714,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-06-25 00:00:00,27.60189979,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-06-25 00:00:00,27.60189979,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-06-25 00:00:00,27.60189979,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-06-26 00:00:00,22.24768774,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-06-26 00:00:00,22.24768774,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-06-26 00:00:00,22.24768774,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-06-27 00:00:00,17.49467264,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-06-27 00:00:00,17.49467264,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-06-27 00:00:00,17.49467264,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-06-28 00:00:00,23.804985,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-06-28 00:00:00,23.804985,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-06-28 00:00:00,23.804985,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-06-29 00:00:00,17.56658857,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-06-29 00:00:00,17.56658857,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-06-29 00:00:00,17.56658857,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-06-30 00:00:00,14.66567903,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-06-30 00:00:00,14.66567903,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-06-30 00:00:00,14.66567903,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-01 00:00:00,13.18092601,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-01 00:00:00,13.18092601,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-01 00:00:00,13.18092601,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-02 00:00:00,15.26656057,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-02 00:00:00,15.26656057,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-02 00:00:00,15.26656057,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-03 00:00:00,21.86913942,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-03 00:00:00,21.86913942,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-03 00:00:00,21.86913942,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-04 00:00:00,17.12609968,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-04 00:00:00,17.12609968,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-04 00:00:00,17.12609968,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-05 00:00:00,15.49406588,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-05 00:00:00,15.49406588,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-05 00:00:00,15.49406588,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-06 00:00:00,14.11150583,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-06 00:00:00,14.11150583,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-06 00:00:00,14.11150583,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-07 00:00:00,11.97204949,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-07 00:00:00,11.97204949,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-07 00:00:00,11.97204949,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-08 00:00:00,15.03285607,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-08 00:00:00,15.03285607,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-08 00:00:00,15.03285607,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-09 00:00:00,16.29223979,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-09 00:00:00,16.29223979,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-09 00:00:00,16.29223979,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-10 00:00:00,23.1771582,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-10 00:00:00,23.1771582,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-10 00:00:00,23.1771582,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-11 00:00:00,13.84717024,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-11 00:00:00,13.84717024,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-11 00:00:00,13.84717024,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-12 00:00:00,16.51763941,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-12 00:00:00,16.51763941,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-12 00:00:00,16.51763941,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-13 00:00:00,7.007449029,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-13 00:00:00,7.007449029,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-13 00:00:00,7.007449029,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-14 00:00:00,5.298507615,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-14 00:00:00,5.298507615,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-14 00:00:00,5.298507615,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-15 00:00:00,7.7737763,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-15 00:00:00,7.7737763,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-15 00:00:00,7.7737763,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-16 00:00:00,6.99234356,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-16 00:00:00,6.99234356,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-16 00:00:00,6.99234356,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-17 00:00:00,16.00975228,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-17 00:00:00,16.00975228,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-17 00:00:00,16.00975228,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-18 00:00:00,6.012333591,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-18 00:00:00,6.012333591,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-18 00:00:00,6.012333591,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-19 00:00:00,12.18341607,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-19 00:00:00,12.18341607,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-19 00:00:00,12.18341607,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-20 00:00:00,8.020674021,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-20 00:00:00,8.020674021,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-20 00:00:00,8.020674021,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-21 00:00:00,15.56304147,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-21 00:00:00,15.56304147,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-21 00:00:00,15.56304147,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-22 00:00:00,14.11764668,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-22 00:00:00,14.11764668,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-22 00:00:00,14.11764668,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-23 00:00:00,12.77276059,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-23 00:00:00,12.77276059,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-23 00:00:00,12.77276059,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-24 00:00:00,9.643560254,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-24 00:00:00,9.643560254,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-24 00:00:00,9.643560254,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-25 00:00:00,7.860250619,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-25 00:00:00,7.860250619,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-25 00:00:00,7.860250619,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-26 00:00:00,13.15770622,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-26 00:00:00,13.15770622,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-26 00:00:00,13.15770622,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-27 00:00:00,11.18341295,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-27 00:00:00,11.18341295,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-27 00:00:00,11.18341295,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-28 00:00:00,8.509036709,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-28 00:00:00,8.509036709,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-28 00:00:00,8.509036709,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-29 00:00:00,8.48849444,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-29 00:00:00,8.48849444,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-29 00:00:00,8.48849444,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-30 00:00:00,12.7373797,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-30 00:00:00,12.7373797,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-30 00:00:00,12.7373797,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-07-31 00:00:00,18.17097983,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-07-31 00:00:00,18.17097983,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-07-31 00:00:00,18.17097983,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-08-01 00:00:00,13.70332539,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-08-01 00:00:00,13.70332539,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-08-01 00:00:00,13.70332539,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-08-02 00:00:00,12.37110171,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-08-02 00:00:00,12.37110171,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-08-02 00:00:00,12.37110171,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-08-03 00:00:00,18.67204482,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-08-03 00:00:00,18.67204482,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-08-03 00:00:00,18.67204482,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-08-04 00:00:00,20.74619974,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-08-04 00:00:00,20.74619974,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-08-04 00:00:00,20.74619974,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-08-05 00:00:00,19.12478366,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-08-05 00:00:00,19.12478366,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-08-05 00:00:00,19.12478366,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-08-06 00:00:00,15.83204019,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-08-06 00:00:00,15.83204019,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-08-06 00:00:00,15.83204019,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-08-07 00:00:00,16.00542388,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-08-07 00:00:00,16.00542388,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-08-07 00:00:00,16.00542388,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
14676236,2020-08-08 00:00:00,15.23443673,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,0,73200.0,0.2652
14676236,2020-08-08 00:00:00,15.23443673,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,73200,732000.0,0.198
14676236,2020-08-08 00:00:00,15.23443673,28978,EA1,2020-04-01 00:00:00,2020-04-01 00:00:00,732000,,0.2875
